Sl. No.,State,District,Block,Village,TYPE,SOURCE,Site_Name,Latitude,Longitude,Well Depth,Aquifier,Level Depth Ratio,Pre_2015,Pst_2015,Pre_2016,Pst_2016,Pre_2017,Pst_2017,Pre_2018,Pst_2018,Pre_2019,Pst_2019,Final Count,Pre Diff 19 15,Pst Diff 19 15,Diff 2015,Diff 2016,Diff 2017,Diff 2018,Diff 2019,Avg Diff,Avg Pre,Avg Post ,Avg Level,Sign Diff 15,Sign Diff 16,Sign Diff 17,Sign Diff 18,Sign Diff 19,Sum Signed Diff
111,Gujarat,Mehsana,Kheralu,Nanivada,,SGWB,,23.91,72.66,300,Unconfined,0.1272833333,40,31.5,39.2,31.3,41.5,36,42.45,35.7,45.2,39,10,5.2,7.5,-8.5,-7.9,-5.5,-6.75,-6.2,-6.97,41.67,34.70,38.19,-1,-1,-1,-1,-1,-5
112,Gujarat,Mehsana,Kheralu,Rasulpur,,SGWB,,23.87,72.64,58,Unconfined,0.4472413793,24,21.9,25.7,21.4,30.6,20,25.2,25.1,36,29.5,10,12,7.6,-2.1,-4.3,-10.6,-0.1,-6.5,-4.72,28.30,23.58,25.94,-1,-1,-1,-1,-1,-5
113,Gujarat,Mehsana,Mehsana,Gorad,,SGWB,,23.69,72.31,60,Unconfined,1.086916682,65.40000153,65.40000153,65.30000305,65.34999847,65.19999695,65.19999695,64.90000153,65.30000305,65.30000305,64.80000305,10,-0.09999848,-0.59999848,0,0.04999542,0,0.40000152,-0.5,-0.01,65.22,65.21,65.22,0,1,0,1,-1,1
114,Gujarat,Mehsana,Mehsana,Jagudan-I,,SGWB,,23.52,72.42,60,Unconfined,1.043416672,53.09999847,52.5,58.09999847,61.29999924,65.75,65.59999847,63.20000076,65.80000305,70.80000305,69.90000153,10,17.70000458,17.40000153,-0.59999847,3.20000077,-0.15000153,2.60000229,-0.90000152,0.83,62.19,63.02,62.61,-1,1,-1,1,-1,-1
115,Gujarat,Mehsana,Mehsana,Jagudan-Ii,,SGWB,,23.52,72.42,90,Confined,0.5687777744,80.2,79.40000153,43.29999924,43.5,44.5,44,42.59999847,43.29999924,46.5,44.59999847,10,-33.7,-34.80000306,-0.79999847,0.20000076,-0.5,0.70000077,-1.90000153,-0.46,51.42,50.96,51.19,-1,1,-1,1,-1,-1
116,Gujarat,Mehsana,Mehsana,Kukas,,SGWB,,23.57,72.42,180,Unconfined,0.336833335,59.29999924,60.29999924,59.40000153,60.20000076,59.59999847,59.40000153,60.79999924,61.70000076,63.20000076,62.40000153,10,3.90000152,2.10000229,1,0.79999923,-0.19999694,0.90000152,-0.79999923,0.34,60.46,60.80,60.63,1,1,-1,1,-1,1
117,Gujarat,Mehsana,Jotana,Manknaj,,SGWB,,23.5,72.32,60,Unconfined,1.105833333,69,68.19999695,65.5,64.69999695,65.90000153,65.40000153,65.90000153,65.40000153,66.80000305,66.69999695,10,-2.19999695,-1.5,-0.80000305,-0.80000305,-0.5,-0.5,-0.1000061,-0.54,66.62,66.08,66.35,-1,-1,-1,-1,-1,-5
118,Gujarat,Mehsana,Jotana,Memadpur,,SGWB,,23.42,72.3,60,Unconfined,1.334249992,79.40000153,77.90000153,86.30000305,79.19999695,79.65000153,78.59999847,81.69999695,79.19999695,80,78.59999847,10,0.59999847,0.69999694,-1.5,-7.1000061,-1.05000306,-2.5,-1.40000153,-2.71,81.41,78.70,80.05,-1,-1,-1,-1,-1,-5
119,Gujarat,Mehsana,Kheralu,Malekpur(Kh),,SGWB,,23.89,72.58,90,Unconfined,0.429,40.9,38.4,37.9,38.5,38.7,37.7,37.4,38.6,39.2,38.8,10,-1.7,0.4,-2.5,0.6,-1,1.2,-0.4,-0.42,38.82,38.40,38.61,-1,1,-1,1,-1,-1
120,Gujarat,Mehsana,Mehsana,Sametra,,SGWB,,23.55,72.32,90,Unconfined,0.8451666641,52.79999924,68,78.19999695,79.44999695,82.19999695,82,81,81.30000305,77.90000153,77.80000305,10,25.10000229,9.80000305,15.20000076,1.25,-0.19999695,0.30000305,-0.09999848,3.29,74.42,77.71,76.06,1,1,-1,1,-1,1
121,Gujarat,Mehsana,Satlasana,Mumanvas,,SGWB,,24.07,72.77,179,Unconfined,0.05268156356,10.80000019,6.5,9.5,7.300000191,10.19999981,6.400000095,9.399999619,8.899999619,16.79999924,8.5,10,5.99999905,2,-4.30000019,-2.199999809,-3.799999715,-0.5,-8.29999924,-3.82,11.34,7.52,9.43,-1,-1,-1,-1,-1,-5
122,Gujarat,Mehsana,Satlasana,Timba,,SGWB,,23.99,72.76,90,Unconfined,0.1687777805,17.10000038,9.800000191,14.80000019,15.80000019,19.70000076,10,15.60000038,16,20.5,12.60000038,10,3.39999962,2.800000189,-7.300000189,1,-9.70000076,0.39999962,-7.89999962,-4.70,17.54,12.84,15.19,-1,1,-1,1,-1,-1
123,Gujarat,Mehsana,Kheralu,Panchha,,SGWB,,23.91,72.54,90,Unconfined,0.2605555556,29.6,28.5,29.1,29,30.9,27.8,14.1,17.1,13,15.4,10,-16.6,-13.1,-1.1,-0.1,-3.1,3,2.4,0.22,23.34,23.56,23.45,-1,-1,-1,1,1,-1
124,Gujarat,Mehsana,Unjha,Karli,,SGWB,,23.8,72.49,90,Confined,0.8413333384,83.09999847,73.40000153,73.90000153,74,74.59999847,73.5,74.90000153,75.5,78,76.30000305,10,-5.09999847,2.90000152,-9.69999694,0.09999847,-1.09999847,0.59999847,-1.69999695,-2.36,76.90,74.54,75.72,-1,1,-1,1,-1,-1
125,Gujarat,Mehsana,Unjha,Sunak-I,,SGWB,,23.8,72.32,57,Confined,1.936403536,111.5500031,110.4000015,110.5,111.8000031,110.8000031,109.3000031,111.5,111.3000031,108.5999985,108,10,-2.9500046,-2.4000015,-1.1500016,1.3000031,-1.5,-0.1999969,-0.5999985,-0.43,110.59,110.16,110.38,-1,1,-1,-1,-1,-3
126,Gujarat,Mehsana,Unjha,Sunak-Ii,,SGWB,,23.8,72.32,90,Confined,2.038111115,180.3000031,176.3000031,182.8000031,184.3999939,185.6999969,181.6000061,187.5,185.3999939,187.1000061,183.1999969,10,6.800003,6.8999938,-4,1.5999908,-4.0999908,-2.1000061,-3.9000092,-2.50,184.68,182.18,183.43,-1,1,-1,-1,-1,-3
127,Gujarat,Mehsana,Unjha,Sunak-Iii,,SGWB,,23.8,72.32,60,Confined,3.063166682,181.1000061,184.6000061,184.1999969,183.8999939,184.3000031,180.1000061,186.3000031,183.6999969,188,181.6999969,10,6.8999939,-2.9000092,3.5,-0.300003,-4.199997,-2.6000062,-6.3000031,-1.98,184.78,182.80,183.79,1,-1,-1,-1,-1,-3
128,Gujarat,Mehsana,Unjha,Varvada,,SGWB,,23.85,72.34,60,Confined,1.487833366,90.80000305,90.30000305,89.90000153,89.80000305,90.30000305,88.40000153,89.90000153,88.30000305,88.09999847,86.90000153,10,-2.70000458,-3.40000152,-0.5,-0.09999848,-1.90000152,-1.59999848,-1.19999694,-1.06,89.80,88.74,89.27,-1,-1,-1,-1,-1,-5
129,Gujarat,Mehsana,Vadnagar,Undani,,SGWB,,23.87,72.79,59,Unconfined,0.2155084739,12.69999981,11.5,13.05000019,13.5,14.89999962,11.19999981,12.19999981,13,12.5,12.60000038,10,-0.19999981,1.10000038,-1.19999981,0.44999981,-3.69999981,0.80000019,0.10000038,-0.71,13.07,12.36,12.71,-1,1,-1,1,1,1
130,Gujarat,Mehsana,Vijapur,Biliya,,SGWB,,23.65,72.66,120,Confined,0.6835833295,81.59999847,80.5,81.19999695,80.80000305,82.40000153,81.69999695,82.90000153,82.59999847,84,82.59999847,10,2.40000153,2.09999847,-1.09999847,-0.3999939,-0.70000458,-0.30000306,-1.40000153,-0.78,82.42,81.64,82.03,-1,-1,-1,-1,-1,-5
131,Gujarat,Mehsana,Vijapur,Asoda,,SGWB,,23.58,72.59,130,Confined,0.7770769267,100.0999985,102.3000031,101.1999969,103,102.0999985,99.80000305,102,99,100.3000031,100.4000015,10,0.2000046,-1.9000016,2.2000046,1.8000031,-2.29999545,-3,0.0999984,-0.24,101.14,100.90,101.02,1,1,-1,-1,1,1
132,Gujarat,Mehsana,Vijapur,Fudeda,,SGWB,,23.7,72.82,214,Unconfined,0.180443926,38.40000153,38.09999847,40.90000153,37.40000153,41.09999847,36.75,37.29999924,36.79999924,42.40000153,37,10,4,-1.09999847,-0.30000306,-3.5,-4.34999847,-0.5,-5.40000153,-2.81,40.02,37.21,38.62,-1,-1,-1,-1,-1,-5
133,Gujarat,Mehsana,Vijapur,Motipura-I,,SGWB,,23.53,72.62,300,Confined,0.3317166672,97.30000305,100.0500031,98.5,99.19999695,99.80000305,97.59999847,102.1999969,99,101,100.5,10,3.69999695,0.4499969,2.75000005,0.69999695,-2.20000458,-3.1999969,-0.5,-0.49,99.76,99.27,99.52,1,1,-1,-1,-1,-1
134,Gujarat,Mehsana,Vijapur,Motipura-Ii,,SGWB,,23.53,72.62,120,Confined,1.301541685,152.9499969,154.8000031,153.3000031,152.8000031,156.6000061,154.8000031,161.6000061,155.3999939,164.3000031,155.3000031,10,11.3500062,0.5,1.8500062,-0.5,-1.800003,-6.2000122,-9,-3.13,157.75,154.62,156.19,1,-1,-1,-1,-1,-3
135,Gujarat,Mehsana,Vijapur,Sanghpur,,SGWB,,23.53,72.79,26,Confined,2.999230693,78.19999695,76.69999695,77,76.59999847,77.19999695,77,78.19999695,79.19999695,81.09999847,78.59999847,10,2.90000152,1.90000152,-1.5,-0.40000153,-0.19999695,1,-2.5,-0.72,78.34,77.62,77.98,-1,-1,-1,1,-1,-3
136,Gujarat,Mehsana,Visnagar,Bhalak,,SGWB,,23.7,72.62,120,Confined,0.7321666718,87,85.90000153,87.30000305,85.09999847,88.59999847,87.40000153,90.30000305,88,91,88,10,4,2.09999847,-1.09999847,-2.20000458,-1.19999694,-2.30000305,-3,-1.96,88.84,86.88,87.86,-1,-1,-1,-1,-1,-5
137,Gujarat,Mehsana,Visnagar,Bhandu,,SGWB,,23.71,72.38,120,Unconfined,0.08225000063,10.10000038,9.699999809,11,10.19999981,11.30000019,9.600000381,10.39999962,10.80000019,8.600000381,7,10,-1.499999999,-2.699999809,-0.400000571,-0.80000019,-1.699999809,0.40000057,-1.600000381,-0.82,10.28,9.46,9.87,-1,-1,-1,1,-1,-3
138,Gujarat,Mehsana,Visnagar,Kada,,SGWB,,23.63,72.56,50,Confined,2.204399978,110,112.0999985,109.9000015,110.9000015,111.0999985,108.5999985,111.6999969,108.1999969,109,110.6999969,10,-1,-1.4000016,2.0999985,1,-2.5,-3.5,1.6999969,-0.24,110.34,110.10,110.22,1,1,-1,-1,1,1
139,Gujarat,Mehsana,Visnagar,Kajialiyasna-Ii,,SGWB,,23.75,72.51,120,Confined,1.220625,144.8999939,141.6000061,145.3500061,145.8000031,148.1999969,147.8999939,149.8999939,146,149,146.1000061,10,4.1000061,4.5,-3.2999878,0.449997,-0.300003,-3.8999939,-2.8999939,-1.99,147.47,145.48,146.48,-1,1,-1,-1,-1,-3
140,Gujarat,Mehsana,Visnagar,Valam,,SGWB,,23.72,72.46,180,Unconfined,0.01991666635,3.25,2.200000048,3.799999952,2.599999905,4.199999809,1.5,3.099999905,3.599999905,5.599999905,6,10,2.349999905,3.799999952,-1.049999952,-1.200000047,-2.699999809,0.5,0.400000095,-0.81,3.99,3.18,3.58,-1,-1,-1,1,1,-1
141,Gujarat,Mehsana,Vijapur,Bamanva,,SGWB,,23.73,72.71,120,Confined,0.5128749974,61.09999847,58.20000076,60.25,56.20000076,62.20000076,61,62.09999847,59,72.09999847,63.29999924,10,11,5.09999848,-2.89999771,-4.04999924,-1.20000076,-3.09999847,-8.79999923,-4.01,63.55,59.54,61.54,-1,-1,-1,-1,-1,-5
142,Gujarat,Mehsana,Vadnagar,Sipor,,SGWB,,23.84,72.66,116,Unconfined,0.5437499934,61.59999847,53.59999847,63.5,62,64.69999695,63,69.25,63.29999924,67,62.79999924,10,5.40000153,9.20000077,-8,-1.5,-1.69999695,-5.95000076,-4.20000076,-4.27,65.21,60.94,63.07,-1,-1,-1,-1,-1,-5
143,Gujarat,Mehsana,Unjha,Pali,,SGWB,,23.75,72.33,60,Confined,1.287166672,78.09999847,77.80000305,77.80000305,77.19999695,76.59999847,76.30000305,77.40000153,77.5,77.5,76.09999847,10,-0.59999847,-1.70000458,-0.29999542,-0.6000061,-0.29999542,0.09999847,-1.40000153,-0.50,77.48,76.98,77.23,-1,-1,-1,1,-1,-3
144,Gujarat,Mehsana,Unjha,Kamli,,SGWB,,23.86,72.4,120,Confined,0.8930833306,109.3000031,105.9000015,108.6999969,105.4499969,107.6999969,107.1999969,109.1500015,105.9000015,106.4000015,106,10,-2.9000016,0.0999985,-3.4000016,-3.25,-0.5,-3.25,-0.4000015,-2.16,108.25,106.09,107.17,-1,-1,-1,-1,-1,-5
145,Gujarat,Mehsana,Unjha,Mahervada,,SGWB,,23.86,72.47,180,Confined,0.4726388889,87.40000153,85.19999695,87.09999847,83.09999847,86.5,82.80000305,86.15000153,82.09999847,86.09999847,84.30000305,10,-1.30000306,-0.8999939,-2.20000458,-4,-3.69999695,-4.05000306,-1.79999542,-3.15,86.65,83.50,85.07,-1,-1,-1,-1,-1,-5
146,Gujarat,Patan,Saraswati,Abalouva,,SGWB,,24.03,72.14,120,Unconfined,0.4975833333,57.2,55.4,56.1,56.1,59.1,57.9,61,61.8,68.4,64.1,10,11.2,8.7,-1.8,0,-1.2,0.8,-4.3,-1.30,60.36,59.06,59.71,-1,0,-1,1,-1,-2
147,Gujarat,Patan,Saraswati,Ajimana,,SGWB,,23.89,72.2,120,Unconfined,0.6024166667,71.4,71.9,71.6,71.7,72.6,72.4,72.5,73.2,73.2,72.4,10,1.8,0.5,0.5,0.1,-0.2,0.7,-0.8,0.06,72.26,72.32,72.29,1,1,-1,1,-1,1
148,Gujarat,Patan,Patan,Dudharampura,,SGWB,,23.86,72.03,110,Unconfined,0.5189999979,56.40000153,56.09999847,57,56.5,59.59999847,55,58,57.5,59.79999924,55,10,3.39999771,-1.09999847,-0.30000306,-0.5,-4.59999847,-0.5,-4.79999924,-2.14,58.16,56.02,57.09,-1,-1,-1,-1,-1,-5
149,Gujarat,Patan,Patan,Digadi,,SGWB,,23.83,72.22,26,Unconfined,1.320961556,35.5,33.90000153,32.79999924,33,35.40000153,33.79999924,32.65000153,33.70000076,36.29999924,36.40000153,10,0.79999924,2.5,-1.59999847,0.20000076,-1.60000229,1.04999923,0.10000229,-0.37,34.53,34.16,34.35,-1,1,-1,1,1,1
150,Gujarat,Patan,Saraswati,Khodana,,SGWB,,24.08,72.21,20.5,Unconfined,2.553414634,52.95,52.8,52.9,50.8,53.1,53,50.7,52.2,55.4,49.6,10,2.45,-3.2,-0.15,-2.1,-0.1,1.5,-5.8,-1.33,53.01,51.68,52.35,-1,-1,-1,1,-1,-3
151,Gujarat,Patan,Saraswati,Muna-Ii,,SGWB,,24.14,72.13,43.5,Confined,2.263448276,96.7,91.5,96.6,94.1,99.6,97,100.4,98,105.2,105.5,10,8.5,14,-5.2,-2.5,-2.6,-2.4,0.3,-2.48,99.70,97.22,98.46,-1,-1,-1,-1,1,-3
152,Gujarat,Patan,Sidhpur,Ganvada-I,,SGWB,,23.91,72.46,90,Unconfined,0.5432222239,49,47.90000153,50.29999924,47,49.70000076,47.70000076,49.09999847,49.20000076,49.40000153,49.59999847,10,0.40000153,1.69999694,-1.09999847,-3.29999924,-2,0.10000229,0.19999694,-1.22,49.50,48.28,48.89,-1,-1,-1,1,1,-1
153,Gujarat,Patan,Sidhpur,Ganvada-Ii,,SGWB,,23.91,72.46,90,Confined,0.7307777778,73.5,73.6,63.6,63.1,64.4,62.9,64.3,64.4,64.3,63.6,10,-9.2,-10,0.1,-0.5,-1.5,0.1,-0.7,-0.50,66.02,65.52,65.77,1,-1,-1,1,-1,-1
154,Gujarat,Patan,Sidhpur,Metrana-I,,SGWB,,23.98,72.29,90,Unconfined,0.7095000076,64.30000305,62.20000076,66.5,64.40000153,64.44999695,63.79999924,64.90000153,64.30000305,63.70000076,60,10,-0.60000229,-2.20000076,-2.10000229,-2.09999847,-0.64999771,-0.59999848,-3.70000076,-1.83,64.77,62.94,63.86,-1,-1,-1,-1,-1,-5
155,Gujarat,Patan,Sidhpur,Metrana-Ii,,SGWB,,23.98,72.29,90,Confined,1.254444444,115.5,115.7,115.6,110.4,113.3,111.9,112.2,113.8,112,108.6,10,-3.5,-7.1,0.2,-5.2,-1.4,1.6,-3.4,-1.64,113.72,112.08,112.90,1,-1,-1,1,-1,-1
156,Gujarat,Sabarkantha,Idar,Bhutiya,,SGWB,,23.87,73.08,90,Unconfined,0.1142222222,14.2,7.3,14.5,9,15.6,4.3,12.5,6.3,14.3,4.8,10,0.1,-2.5,-6.9,-5.5,-11.3,-6.2,-9.5,-7.88,14.22,6.34,10.28,-1,-1,-1,-1,-1,-5
157,Gujarat,Sabarkantha,Idar,Daramli,,SGWB,,23.76,72.99,150,Unconfined,0.1685333333,38.1,19.4,36.4,18.4,34.8,14.1,26.4,16.6,35.6,13,10,-2.5,-6.4,-18.7,-18,-20.7,-9.8,-22.6,-17.96,34.26,16.30,25.28,-1,-1,-1,-1,-1,-5
158,Gujarat,Sabarkantha,Idar,Mota Kotda,,SGWB,,23.71,73.09,90,Unconfined,0.1635555556,19.2,4,21.2,8.5,30.4,4.1,19.9,7.4,29.9,2.6,10,10.7,-1.4,-15.2,-12.7,-26.3,-12.5,-27.3,-18.80,24.12,5.32,14.72,-1,-1,-1,-1,-1,-5
159,Gujarat,Sabarkantha,Idar,Umedgadh,,SGWB,,23.82,72.91,150,Unconfined,0.07126666667,16.8,4.5,14.1,5.6,27.8,1.9,11.9,6,15.8,2.5,10,-1,-2,-12.3,-8.5,-25.9,-5.9,-13.3,-13.18,17.28,4.10,10.69,-1,-1,-1,-1,-1,-5
160,Gujarat,Sabarkantha,Idar,Vasai,,SGWB,,23.81,73.14,90,Unconfined,0.1525555556,15.7,7.6,19.2,10,26.5,6.2,16.9,8.6,21,5.6,10,5.3,-2,-8.1,-9.2,-20.3,-8.3,-15.4,-12.26,19.86,7.60,13.73,-1,-1,-1,-1,-1,-5
161,Gujarat,Sabarkantha,Idar,Verabar,,SGWB,,23.91,72.88,150,Unconfined,0.03066666667,4.7,1.8,5,5.4,2.9,0.8,3.5,7.8,9.6,4.5,10,4.9,2.7,-2.9,0.4,-2.1,4.3,-5.1,-1.08,5.14,4.06,4.60,-1,1,-1,1,-1,-1
162,Gujarat,Sabarkantha,Vadali,Babsar,,SGWB,,23.98,72.9,60,Unconfined,0.1411666667,13.4,5.1,11.4,9.6,10.5,2.3,9.5,4.7,12.6,5.6,10,-0.8,0.5,-8.3,-1.8,-8.2,-4.8,-7,-6.02,11.48,5.46,8.47,-1,-1,-1,-1,-1,-5
163,Gujarat,Sabarkantha,Vadali,Bhavangadh,,SGWB,,23.91,72.95,60,Unconfined,0.2376666667,16,7.7,16.1,13.5,19.2,7.8,18.3,15.5,20.4,8.1,10,4.4,0.4,-8.3,-2.6,-11.4,-2.8,-12.3,-7.48,18.00,10.52,14.26,-1,-1,-1,-1,-1,-5
164,Gujarat,Sabarkantha,Vadali,Dharod,,SGWB,,23.94,73.11,60,Unconfined,0.2686666667,16.4,8.4,19.2,13.9,21.9,5.4,20.3,17.9,25.2,12.6,10,8.8,4.2,-8,-5.3,-16.5,-2.4,-12.6,-8.96,20.60,11.64,16.12,-1,-1,-1,-1,-1,-5
165,Gujarat,Sabarkantha,Vadali,Gota,,SGWB,,23.99,73.06,60,Unconfined,0.19,15.6,4.8,17.8,8.9,19.8,1.4,16.7,4.6,22.6,1.8,10,7,-3,-10.8,-8.9,-18.4,-12.1,-20.8,-14.20,18.50,4.30,11.40,-1,-1,-1,-1,-1,-5
166,Gujarat,Sabarkantha,Vadali,Nadri,,SGWB,,24,72.99,50,Unconfined,0.1496,11,5.4,10.3,5.6,10.2,1.2,10,5.9,11.6,3.6,10,0.6,-1.8,-5.6,-4.7,-9,-4.1,-8,-6.28,10.62,4.34,7.48,-1,-1,-1,-1,-1,-5
167,Gujarat,Sabarkantha,Prantij,Sitvada,,SGWB,,23.4,72.79,60,Confined,1.3805,81.4,70.9,84.8,90.1,85.1,77.9,85.9,80.8,88.5,82.9,10,7.1,12,-10.5,5.3,-7.2,-5.1,-5.6,-4.62,85.14,80.52,82.83,-1,1,-1,-1,-1,-3
168,Gujarat,Gandhinagar,Gandhinagar,Isanpur Mota-I,,SGWB,,23.22,72.77,60,Confined,1.543166667,92.79,92.64,92.84,93.14,93.64,93.79,94.49,92.39,93.29,86.89,10,0.5,-5.75,-0.15,0.3,0.15,-2.1,-6.4,-1.64,93.41,91.77,92.59,-1,1,1,-1,-1,-1
169,Gujarat,Gandhinagar,Gandhinagar,Unava,,SGWB,,23.33,72.66,59.45,Confined,1.480908326,89.05,88.05,88.6,87.85,88.1,87.6,88.8,87.3,88.6,86.45,10,-0.45,-1.6,-1,-0.75,-0.5,-1.5,-2.15,-1.18,88.63,87.45,88.04,-1,-1,-1,-1,-1,-5
170,Gujarat,Gandhinagar,Gandhinagar,Gandhinagar,,SGWB,,23.2,72.65,54.14,Confined,1.901736239,102.7,99.4,105.15,99.25,106.9,99.9,105.5,102.6,107.9,100.3,10,5.2,0.9,-3.3,-5.9,-7,-2.9,-7.6,-5.34,105.63,100.29,102.96,-1,-1,-1,-1,-1,-5
171,Gujarat,Gandhinagar,Gandhinagar,Koba,,SGWB,,23.14,72.64,48.35,Confined,1.414167528,66.3,65.7,69.1,67.3,70.4,65.2,69.5,67,73.85,69.4,10,7.55,3.7,-0.6,-1.8,-5.2,-2.5,-4.45,-2.91,69.83,66.92,68.38,-1,-1,-1,-1,-1,-5
172,Gujarat,Gandhinagar,Gandhinagar,Bhat-I,,SGWB,,23.11,72.64,112,Confined,0.7284821429,81.1,78.45,81.25,79.1,83.6,80.3,82.6,80.8,85.9,82.8,10,4.8,4.35,-2.65,-2.15,-3.3,-1.8,-3.1,-2.60,82.89,80.29,81.59,-1,-1,-1,-1,-1,-5
173,Gujarat,Gandhinagar,Gandhinagar,Adraj Moti,,SGWB,,23.26,72.57,60,Confined,1.966583333,114.35,112.9,117.3,115,119.9,116,121.6,118.2,125.4,119.3,10,11.05,6.4,-1.45,-2.3,-3.9,-3.4,-6.1,-3.43,119.71,116.28,118.00,-1,-1,-1,-1,-1,-5
174,Gujarat,Gandhinagar,Gandhinagar,Isanpur Mota-Ii,,SGWB,,23.22,72.77,120,Confined,0.9374166667,113.15,112.65,112.9,108.8,114.9,112.5,113.3,111.8,116.1,108.8,10,2.95,-3.85,-0.5,-4.1,-2.4,-1.5,-7.3,-3.16,114.07,110.91,112.49,-1,-1,-1,-1,-1,-5
175,Gujarat,Gandhinagar,Gandhinagar,Isanpur Mota-Iii,,SGWB,,23.22,72.77,120,Confined,0.9388333333,113.1,112.75,113.95,109.1,115.3,112.4,114.6,111.4,115.8,108.2,10,2.7,-4.55,-0.35,-4.85,-2.9,-3.2,-7.6,-3.78,114.55,110.77,112.66,-1,-1,-1,-1,-1,-5
176,Gujarat,Kachchh,Anjar,Bhadroi,,SGWB,,23.14,69.95,200,Unconfined,0.4240277778,84.65,83.5,84.85,83.6,,84.7,83.75,84.8,83.95,89.45,9,-0.7,5.95,-1.15,-1.25,,1.05,5.5,1.04,84.30,85.21,84.81,-1,-1,0,1,1,0
177,Gujarat,Kachchh,Anjar,Navagam,,SGWB,,23.32,70.07,120,Unconfined,0.5647685185,68.05,66.9,68.55,66.95,,67.7,67.15,67.95,67.35,69.35,9,-0.7,2.45,-1.15,-1.6,,0.8,2,0.01,67.78,67.77,67.77,-1,-1,0,1,1,0
178,Gujarat,Kachchh,Bhuj,Chakar,,SGWB,,23.08,69.75,120,Unconfined,0.47625,57.85,56.6,57.95,56.55,56.9,56.6,57.05,56.9,57.85,57.25,10,0,0.65,-1.25,-1.4,-0.3,-0.15,-0.6,-0.74,57.52,56.78,57.15,-1,-1,-1,-1,-1,-5
179,Gujarat,Kachchh,Bhachau,Kharoi,,SGWB,,23.46,70.36,150,Unconfined,0.03677777778,5.95,4.45,6.05,4.5,,5.95,5.15,5.9,5.35,6.35,9,-0.6,1.9,-1.5,-1.55,,0.75,1,-0.33,5.63,5.43,5.52,-1,-1,0,1,1,0
180,Gujarat,Kachchh,Bhuj,Naranpar (P),,SGWB,,23.13,69.56,150,Unconfined,0.4406666667,66.1,64.95,66.5,65,,66.3,65.55,66.45,65.95,68.1,9,-0.15,3.15,-1.15,-1.5,,0.9,2.15,0.10,66.03,66.16,66.10,-1,-1,0,1,1,0
181,Gujarat,Kachchh,Bhuj,Paddhar,,SGWB,,23.25,69.83,200,Unconfined,0.4012222222,79.9,78.6,79.95,78.65,,79.5,78.6,79.65,78.9,88.45,9,-1,9.85,-1.3,-1.3,,1.05,9.55,2.00,79.34,80.97,80.24,-1,-1,0,1,1,0
182,Gujarat,Kachchh,Mandvi,Bada,,SGWB,,22.9,69.14,145,Unconfined,0.06210727969,10.25,7.65,10.3,7.7,,9.25,7.8,9.2,8.85,10.05,9,-1.4,2.4,-2.6,-2.6,,1.4,1.2,-0.65,9.30,8.77,9.01,-1,-1,0,1,1,0
